UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,10.0,55237.200000000004,0.042156185210780926,3369469.2,1.0335345405767942
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,10.199999999999989,72856.0,0.04838709677419355,4589928.0,1.0342167058034217
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,10.199999999999989,59434.9,0.04710144927536232,3863268.5,1.0342052313883299
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,10.199999999999989,53961.600000000006,0.04169259489732421,3615427.2,1.0341937646664432
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,10.099999999999966,66792.59999999999,0.044805194805194806,4608689.399999999,1.0338585316795172
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,10.199999999999989,73702.3,0.04871447902571042,5306565.600000001,1.0342052313883299
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,10.199999999999989,57643.600000000006,0.04439112177564487,4265626.4,1.0342052313883299
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,10.199999999999989,72416.4,0.054324517512508934,5503646.399999999,1.0342052313883299
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,58058.8,0.048243001786777845,4702762.8,1.0342052313883299
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,28654.6,0.03210153042179918,2464295.6,1.034540576794098
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,62333.7,0.061210453920220086,5547699.3,1.0341937646664432
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,70884.0,0.06350314026517795,6450444.0,1.0345289976533691
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000045,62454.299999999996,0.06282722513089005,5995612.8,1.034182305630027
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,55580.0,0.062303335431088736,5502420.0,1.0345174262734584
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000045,67494.3,0.07043235704323571,6816924.300000001,1.034182305630027
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000045,56315.0,0.06397515527950311,5800445.0,1.034182305630027
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,64890.00000000001,0.06662436548223351,6813450.000000001,1.0341937646664432
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000023,58405.200000000004,0.06536346976175932,6249356.4,1.0338471849865953
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000023,56471.0,0.07377598926894702,6211810.0,1.0338471849865953
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000023,57104.799999999996,0.0642939150401837,6395737.6,1.0338471849865953
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,71232.0,0.08475836431226766,8120448.0,1.0338358458961474
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,56797.7,0.07267080745341616,6645330.899999999,1.0341708542713568
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,86254.7,0.08368495077355836,10264309.299999999,1.0345174262734584
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,58389.700000000004,0.07663316582914573,7123543.4,1.034182305630027
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,64988.0,0.08389715832205684,8058512.0,1.034182305630027
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,54980.3,0.08267716535433071,6927517.800000001,1.0345174262734584
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,53392.5,0.08121827411167512,6834240.0,1.0341708542713568
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,71097.59999999999,0.09665427509293681,9242687.999999998,1.0345174262734584
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,62231.4,0.0973323720259553,8401239.0,1.0345174262734584
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,0.08616352201257861,8076410.3,1.0345289976533691
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,62384.399999999994,0.09038089089735313,8733816.0,1.0345289976533691
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,57411.7,0.09466666666666666,8152461.399999999,1.0345289976533691
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,52582.4,0.08648648648648649,7571865.600000001,1.0341937646664432
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,55130.700000000004,0.10082872928176796,8049082.2,1.0345289976533691
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,66250.8,0.10313588850174216,9805118.4,1.0341937646664432
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,74623.2,0.10656316160903317,11268103.2,1.0341937646664432
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,44396.1,0.0836980306345733,6792603.3,1.0338471849865953
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,58680.0,0.1210727969348659,9271440.0,1.034182305630027
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,0.10191082802547771,8635776.0,1.034182305630027
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,0.10220820189274447,7518614.4,1.0345289976533691
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,0.12032281731474688,12017198.399999999,1.0341937646664432
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,0.12481203007518797,10854208.8,1.0338585316795172
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,0.10909090909090909,9333727.200000001,1.0341937646664432
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,0.10429447852760736,10274103.0,1.0341937646664432
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,0.11241065627030539,8567582.8,1.0341937646664432
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,0.11139401654996817,9561299.999999998,1.0345289976533691
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,0.1256210078069553,10741209.6,1.0338585316795172
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,0.1256140350877193,12133049.600000001,1.0342052313883299
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,0.11962987442167879,9551152.799999999,1.0342052313883299
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,0.12373225152129817,11603334.6,1.0342052313883299
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,0.11005353955978585,10473960.000000002,1.0342167058034217
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,0.12566844919786097,10877022.000000002,1.0342167058034217
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,0.12234385061171925,10792608.0,1.0338926174496645
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,0.13845050215208035,13523104.7,1.0342396777442096
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,0.12096774193548387,9612837.000000002,1.034228187919463
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,0.14701492537313432,13611202.800000003,1.0338926174496645
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,0.1124859392575928,8636220.0,1.0338926174496645
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,0.1497405485544848,16011004.799999999,1.034228187919463
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,0.14137214137214138,12972808.8,1.034228187919463
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,0.14756446991404013,14109867.0,1.034228187919463
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,0.12837837837837837,10677350.2,1.0342396777442096
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,0.13366960907944514,11256670.0,1.0342396777442096
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,0.145578231292517,14303653.0,1.034228187919463
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,0.15847395451210564,16710105.599999998,1.0345637583892617
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,0.155049786628734,17213498.0,1.0345637583892617
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,0.0,0.0,1.0345637583892617
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,0.0013633265167007499,124903.2,1.034228187919463
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,0.0030845157310302285,289979.99999999994,1.034228187919463
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,0.005154639175257732,457851.8,1.034228187919463
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,0.005940594059405941,516425.39999999997,1.034228187919463
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,0.00738255033557047,661711.6,1.034228187919463
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,0.00975975975975976,1090089.0,1.0342167058034217
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,0.009282178217821782,714637.5,1.0335570469798658
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.799999999996,0.011463250168577209,954852.6,1.033881247903388
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,0.013370865587614356,1724022.0,1.033881247903388
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,0.014445173998686802,1644064.4,1.0338698859825621
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,0.015105740181268883,1327335.0,1.033881247903388
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,0.015544041450777202,1256169.6,1.033881247903388
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,51260.1,0.018891687657430732,1537803.0,1.0338926174496645
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,0.02372393961179008,2178825.0,1.033881247903388
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,53943.4,0.024054982817869417,1888019.0,1.0338926174496645
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,62928.00000000001,0.025676613462873005,2328336.0000000005,1.0338926174496645
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,41229.4,0.021483375959079284,1731634.8,1.0339039946290702
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,44640.0,0.024430871737923375,1964160.0,1.0339039946290702
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,56388.0,0.032131147540983604,2763012.0,1.0335570469798658
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,0.03353057199211045,3069792.0,1.0335570469798658
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,59241.6,0.038540949759119064,3317529.6,1.0335457900033547
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,59953.6,0.03973063973063973,3537262.4,1.0335457900033547
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,65596.0,0.042747021723896286,4001356.0,1.033210332103321
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,47082.0,0.038112522686025406,2966166.0,1.033210332103321
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,76634.7,0.046362339514978604,4981255.5,1.0335570469798658
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,46550.0,0.03826384922901199,3118850.0,1.0332214765100671
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,74985.3,0.0472972972972973,5248971.0,1.0335570469798658
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,47628.0,0.04626773596545342,3572100.0,1.0335570469798658
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,42564.6,0.04285714285714286,3320038.8,1.0338926174496645
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,63627.200000000004,0.05490734385724091,5090176.0,1.0335457900033547
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,59349.0,0.051014136447449294,4925967.0,1.033210332103321
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,0.06110711718188354,5883870.0,1.0335457900033547
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,63167.0,0.05986394557823129,5558696.0,1.0335345405767942
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,39379.2,0.043859649122807015,3544127.9999999995,1.0338698859825621
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,56448.0,0.058636073932441045,5193216.0,1.0338698859825621
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,52754.8,0.05911949685534591,4958951.2,1.0338698859825621
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,57038.0,0.053156146179401995,5475648.0,1.0338698859825621
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,58447.00000000001,0.0707070707070707,5727806.000000001,1.0342052313883299
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,67061.2,0.07167710508002784,6907303.6,1.0345521637034552
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,65572.8,0.0729673384294649,6885144.0,1.0345521637034552
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,0.07259158751696065,6714228.600000001,1.0345637583892617
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,53667.00000000001,0.0815868263473054,5849703.000000001,1.0345521637034552
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,62361.6,0.07968413496051686,6922137.6,1.0348876216034886
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,70109.2,0.08448652585579024,8132667.199999999,1.0348876216034886
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,52681.2,0.06930693069306931,6269062.8,1.0352230795035222
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,64449.00000000001,0.08739255014326648,7862778.000000001,1.0352348993288591
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,0.07234539089848308,5374023.600000001,1.0352348993288591
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,39812.299999999996,0.059154929577464786,5016349.8,1.0355824102047668
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,55785.200000000004,0.08354591836734694,7307861.2,1.0352585627938213
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,62122.6,0.08256315465187923,8324428.399999999,1.035594358629953
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,47154.0,0.07811602527283171,6412944.0,1.0359422237151494
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,53071.200000000004,0.09120951751487112,7323825.600000001,1.035594358629953
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,64336.5,0.09662162162162162,9200119.5,1.035594358629953
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,0.08400460299194476,6974055.0,1.035594358629953
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,40876.799999999996,0.06948356807511737,6049766.399999999,1.035594358629953
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,64715.4,0.10909090909090909,9707310.0,1.035594358629953
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,57791.4,0.09620253164556962,8784292.8,1.035594358629953
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,61596.00000000001,0.11868300153139356,9547380.000000002,1.0355824102047668
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,59119.2,0.10827586206896551,9281714.4,1.0355824102047668
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,63786.799999999996,0.10478061558611657,10205888.0,1.0355704697986579
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,64077.3,0.11348005502063274,10572754.5,1.0355704697986579
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,52848.0,0.11436351259360109,8878464.0,1.0359180933199061
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,66700.4,0.1293759512937595,11339067.999999998,1.0355704697986579
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,68900.0,0.13220599538816294,11850800.0,1.0355824102047668
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6,0.10625379477838494,11694830.000000002,1.0352467270896275
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,56904.8,0.1032069970845481,10072149.6,1.035594358629953
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,47854.0,0.10616844602609728,8565866.0,1.035594358629953
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.799999999996,0.11962987442167879,10919512.799999999,1.035594358629953
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,51745.200000000004,0.1134531928084315,9469371.600000001,1.035594358629953
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,59210.00000000001,0.11927788523533205,10953850.000000002,1.035594358629953
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,49335.0,0.1250822909809085,9373650.0,1.035594358629953
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,57920.0,0.13250517598343686,11120640.0,1.0359301544660846
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999,0.12419974391805377,14021214.199999997,1.0359301544660846
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2,0.13163196776359973,12220051.2,1.0359301544660846
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004,0.11705882352941177,9399207.8,1.0359301544660846
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4,0.13382157123834887,12490421.4,1.0362781323480015
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1,0.1477438136826783,15803367.3,1.0362781323480015
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,53474.2,0.12030516431924883,10962211.0,1.036290322580645
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428.0,0.12202208018593841,10799880.0,1.0362781323480015
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,58576.2,0.15368120085775555,12593883.0,1.036290322580645
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,72192.9,0.15660919540229884,15738052.2,1.036290322580645
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006,0.0,0.0,1.0359543010752688
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,0.0018203883495145632,154653.3,1.0359663865546218
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,65811.2,0.003401360544217687,329056.0,1.0356302521008405
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1,0.004571428571428572,362392.8,1.035978480161399
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5,0.00501002004008016,408975.0,1.0356182795698923
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4,0.007458405048766495,627294.2000000001,1.0359543010752688
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006,0.00959079283887468,895599.0000000001,1.0359663865546218
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006,0.009918319719953326,937696.2000000001,1.0359663865546218
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,58075.6,0.013559322033898305,1161512.0,1.035978480161399
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878.0,0.014369693011103853,1097316.0,1.0363147276395428
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5,0.016983695652173912,1710037.5,1.0363147276395428
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8,0.019438444924406047,1821333.6,1.0363025210084034
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4,0.011841567986933442,979689.6000000001,1.0359663865546218
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,0.0201765447667087,1668688.0,1.0363025210084034
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8,0.023287671232876714,2242191.2,1.0363025210084034
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2,0.02394822006472492,2330822.4,1.0363025210084034
